date,open,close,high,low,volume,gdp_growth_pct,inflation_rate_pct,unemployment_rate_pct,interest_rate_pct,consumer_confidence,govt_debt_bln,corp_profits_bln,forex_usd_eur,forex_usd_jpy,crude_oil_price,gold_price,real_estate_index,retail_sales_bln,bankruptcy_rate_pct,ma_deals,vc_funding_bln,consumer_spending_bln,daily_volatility_pct
2001-01-29,1570.38,1578.69,1614.47,1539.7800000000002,103246200,0.7,1.43,12.4,0.91,117,29807,2174,0.9,91.0,95.62,1929.48,412.84,1544,0.6,6,66.25,2155,4.756173664972798
2001-02-10,3423.12,3462.68,3473.14,3393.61,512530858,5.45,8.96,7.45,2.42,60,28234,3839,1.32,143.65,67.95,1162.13,484.74,9830,9.06,41,95.38,8879,2.3233190773329517
2001-02-14,2816.01,2818.6200000000003,2837.6200000000003,2796.0800000000004,673196306,2.58,6.77,3.26,4.48,55,9294,713,0.99,90.33,80.76,1891.48,380.57,6320,6.12,13,83.73,133,1.4751368070425872
2001-02-19,3021.82,2976.75,3028.5,2955.95,691241596,1.9,9.32,2.72,5.61,95,24546,4410,1.21,124.45,145.49,1839.24,338.32,6350,1.35,27,43.01,10472,2.4008709982725702
2001-02-25,1640.1,1609.33,1668.6899999999998,1574.13,94697722,0.73,7.06,8.78,2.54,101,23819,216,1.18,98.06,63.38,1629.38,252.5,5561,5.85,32,2.84,7460,5.765502103530255
2001-02-26,1093.41,1074.36,1106.09,1061.35,535238246,7.15,5.66,4.1,4.78,60,10745,2298,1.27,117.96,50.68,1264.15,327.16,9595,1.95,49,28.07,3255,4.091786246696117
2001-02-27,4024.85,4072.34,4083.74,3977.75,170369272,3.77,9.25,6.99,7.09,86,18004,3131,1.14,92.28,40.36,1499.7,460.37,1824,5.47,45,46.76,995,2.6333900642259906
2001-02-28,2834.09,2825.2000000000003,2834.67,2798.7000000000003,425064082,0.86,0.25,9.61,8.46,71,12859,3556,1.15,102.63,50.54,2153.01,496.8,6320,6.47,11,10.83,12294,1.2691904632527478
2001-03-03,1464.56,1512.89,1518.7299999999998,1459.55,38687289,-4.47,1.8,11.28,5.51,51,13167,2467,1.03,109.0,103.62,2245.19,139.71,7088,0.6,27,52.03,12050,4.040804064019217
2001-03-08,4306.83,4265.69,4336.22,4234.32,306000439,-2.72,4.08,4.12,4.31,95,23642,4744,1.14,141.46,64.38,1414.74,121.49,8155,6.24,22,79.27,2180,2.3660093386551257
2001-03-13,2542.05,2513.15,2564.55,2488.36,881107674,4.37,9.7,8.09,4.98,93,23237,2005,1.27,143.9,86.71,1677.42,444.67,6070,2.55,18,15.1,12510,2.9971873094549695
2001-03-19,4047.61,4010.99,4080.31,3999.8,971204498,1.52,1.18,7.55,5.37,75,5770,3719,1.06,130.8,57.57,1464.25,405.33,4329,4.98,12,71.96,3675,1.9890750344030121
2001-03-21,2761.77,2719.04,2770.75,2694.83,813098047,0.44,6.3,7.98,1.17,80,15026,3251,0.83,139.55,130.92,1708.57,480.57,3190,8.22,38,25.8,14327,2.7489617165803115
2001-03-25,1230.59,1235.07,1240.9399999999998,1229.6999999999998,42991207,-4.2,0.49,11.34,5.84,110,11293,406,1.33,82.54,126.91,1770.85,499.24,8822,1.36,15,46.61,4459,0.9133830114010361
2001-03-26,2369.79,2332.35,2409.07,2289.26,572721525,5.33,1.88,5.57,3.15,97,2001,804,1.01,114.19,56.24,1839.24,448.4,8132,0.89,44,22.64,10333,5.055722236991461
2001-03-27,2080.99,2059.96,2114.67,2051.2499999999995,754573356,-3.89,0.67,12.26,4.19,94,15795,4592,0.94,126.25,44.53,925.48,100.49,8725,3.99,16,88.97,12475,3.047587926900203
2001-03-30,2389.11,2380.2200000000003,2411.19,2360.24,898250563,-4.05,1.18,4.1,5.4,101,21572,4093,0.8,141.99,122.17,2433.81,231.1,6376,4.63,43,11.25,1633,2.132593308805382
2001-04-04,2955.59,3003.24,3051.0800000000004,2910.34,788555067,8.14,4.29,13.32,8.18,98,9516,4453,0.92,109.8,43.48,1094.62,138.64,7762,8.49,12,69.99,3340,4.761824204304394
2001-04-05,2607.12,2652.59,2669.09,2563.65,38254050,-2.36,6.44,6.24,4.01,93,14447,2262,1.29,141.47,84.69,1359.08,314.64,4810,3.83,9,53.81,7319,4.044309429562124
2001-04-06,4975.39,5005.400000000001,5053.51,4963.51,411571975,-1.03,9.37,7.39,9.86,85,20158,4529,0.95,127.82,117.83,2213.21,341.11,5300,1.45,33,63.08,3399,1.8089034226462648
2001-04-07,4521.26,4495.43,4566.33,4491.37,420099334,-3.85,1.08,7.8,4.0,102,12353,4544,1.35,124.66,126.94,2255.6,246.76,639,5.92,30,8.25,7515,1.657944909162491
2001-04-08,3493.62,3450.42,3507.14,3419.06,819851011,6.68,0.99,13.03,3.84,93,28869,2380,0.94,131.0,56.82,1437.42,342.64,1921,4.4,26,66.56,2479,2.5211671561303155
2001-04-11,1805.25,1805.84,1818.47,1803.64,14900306,-1.28,7.66,10.02,9.77,56,29157,4180,1.15,109.35,68.72,1535.27,481.53,2640,4.36,4,51.3,13447,0.8214928680238154
2001-04-13,1157.84,1193.6699999999998,1219.6799999999998,1123.52,754145158,9.86,8.29,6.23,7.67,93,16571,2755,1.06,114.81,76.85,1097.3,436.91,7472,6.25,36,74.27,198,8.305119878394239
2001-04-18,4637.82,4593.91,4660.0,4543.98,454667454,4.68,7.92,8.39,6.39,91,29423,2778,1.22,88.89,130.47,1084.72,467.79,5698,9.75,12,39.9,5486,2.501606358159662
2001-04-20,3133.55,3084.53,3177.21,3049.38,988769752,-0.78,0.37,7.42,5.84,106,19682,3596,1.12,146.24,90.7,1266.59,198.53,5592,5.29,35,19.37,1697,4.079398764979015
2001-04-21,4479.88,4470.8,4515.13,4461.67,146068508,3.93,7.99,12.26,8.96,81,3515,4322,1.3,134.08,116.24,876.32,166.45,3582,3.29,33,50.26,12270,1.1933355357732804
2001-04-23,4162.04,4181.38,4213.88,4125.73,882697483,0.89,2.22,5.5,2.48,59,18688,2089,1.34,96.77,73.35,2499.66,370.8,8541,4.35,9,73.14,2992,2.1179517736494735
2001-04-25,4176.84,4157.25,4224.650000000001,4115.81,214424494,9.7,2.65,9.76,2.48,90,2523,3400,1.02,147.8,22.98,1769.45,204.42,9877,5.28,34,84.89,6128,2.605797684373836
2001-04-29,1595.18,1617.88,1664.49,1566.34,214009221,7.79,6.56,6.07,8.63,102,26999,4981,0.97,121.25,82.46,2139.1,344.98,5188,3.41,44,5.74,9885,6.152910643312985
2001-05-02,2933.63,2906.15,2938.2000000000003,2888.98,652404609,3.13,5.97,3.68,6.22,77,3824,2735,1.4,106.4,25.65,2072.74,436.63,4936,0.48,19,51.9,5104,1.6777848603948093
2001-05-04,3354.93,3365.9,3377.48,3316.87,353053228,6.68,4.6,3.07,6.51,51,18761,1718,1.27,94.24,95.6,1487.09,211.98,6688,3.95,11,97.56,11304,1.8065950705379883
2001-05-07,1812.89,1838.07,1844.82,1798.21,478863399,6.98,0.29,8.79,6.03,104,4175,1335,0.81,109.1,77.83,1811.15,156.79,903,7.28,18,80.8,3747,2.5710329915218186
2001-05-12,3309.12,3317.05,3366.76,3306.45,341533667,0.07,5.39,7.75,3.8,53,25661,1647,1.42,136.23,66.14,1470.68,442.58,9073,0.11,47,63.62,4473,1.8225389227347573
2001-05-19,4824.19,4823.389999999999,4872.799999999999,4806.339999999999,365875782,-1.49,8.43,12.56,4.08,80,23517,4799,0.89,80.82,90.87,1477.44,140.37,4071,3.98,2,45.22,8951,1.3776405987326379
2001-05-20,1801.9,1782.92,1809.57,1755.74,262053146,7.45,1.53,12.88,3.42,71,3593,3305,1.49,105.7,21.78,1140.46,470.22,7729,2.1,18,89.83,4290,2.987402186580827
2001-05-21,1437.06,1405.24,1473.73,1363.21,467533964,5.19,0.33,2.2,8.39,81,15276,1286,0.81,149.83,33.01,2255.89,478.02,7623,9.53,35,92.33,1750,7.690701849609619
2001-05-24,4387.88,4363.6900000000005,4433.68,4346.710000000001,234832863,2.6,8.29,11.98,5.46,76,27381,3067,1.2,96.68,149.75,1148.52,461.02,9669,6.31,36,96.99,6877,1.9820505574445824
2001-05-28,2793.28,2830.05,2865.6800000000003,2750.5400000000004,741245653,8.63,9.83,8.51,3.19,76,27262,730,1.21,80.29,42.9,925.3,432.22,520,6.97,43,97.04,8513,4.122035742925875
2001-05-29,3041.73,3062.49,3096.8900000000003,3022.65,88779724,1.62,2.96,7.17,1.43,105,1725,2942,0.82,100.6,68.96,1403.91,127.72,7573,5.65,16,45.69,10250,2.440716302893427
2001-05-30,3506.37,3466.99,3522.34,3429.99,739023804,6.2,2.4,12.92,5.05,72,16511,977,1.02,93.7,54.42,1225.54,294.79,6672,9.66,41,90.98,13158,2.6337779526975296
2001-06-02,2907.37,2934.15,2980.31,2900.32,854645312,-4.15,6.26,6.88,6.84,117,7953,4393,0.81,114.82,72.27,2497.17,346.88,2586,1.35,8,41.85,4929,2.7512838063266725
2001-06-04,3890.83,3905.22,3947.53,3848.1,826405683,2.15,6.18,6.0,1.86,89,10031,2640,1.01,84.06,23.42,1087.12,148.06,1700,6.79,16,94.68,10944,2.555495871060938
2001-06-05,3770.13,3803.56,3826.18,3735.84,876685750,1.47,2.76,4.73,4.91,109,5056,181,1.26,101.95,48.34,2303.34,132.7,5455,1.77,40,69.94,13961,2.3962038444297593
2001-06-08,2434.86,2430.7000000000003,2456.1800000000003,2427.2300000000005,165623214,-3.31,8.83,13.95,8.84,59,25038,456,1.13,97.66,138.43,1888.52,207.9,9182,1.57,48,91.84,220,1.188980064562226
2001-06-09,4217.75,4220.62,4247.49,4189.23,206863671,1.78,9.71,8.62,1.64,79,13986,1419,1.12,81.45,104.71,1168.38,360.8,9103,7.06,1,74.02,7828,1.3813051982692246
2001-06-13,1035.45,1028.95,1069.45,1001.17,859670579,2.18,1.26,14.63,0.53,93,11224,2333,0.97,117.6,108.33,1770.1,235.08,3552,6.32,40,82.92,9883,6.594234390844568
2001-06-18,1057.26,1086.76,1126.13,1050.95,720867564,8.31,9.23,7.92,0.85,61,22989,1134,1.2,143.33,25.77,1796.22,299.47,9499,6.17,11,67.27,11838,7.110833664377737
2001-06-20,4336.58,4297.01,4352.77,4254.4400000000005,857670689,3.37,7.16,11.32,5.52,73,13945,2920,1.12,82.6,43.33,2360.39,445.21,3339,7.93,2,37.46,7863,2.2674549991006723
2001-06-27,4383.69,4420.49,4460.7,4343.19,120452230,-1.21,1.29,8.33,9.32,103,18847,1505,1.05,98.98,40.83,2216.66,105.87,6449,5.41,13,85.92,2222,2.6806183831429737
2001-06-30,2950.51,2908.0400000000004,2976.19,2886.8500000000004,78448802,4.03,4.55,3.64,6.96,108,8163,4420,1.35,128.38,123.76,2277.71,288.24,1059,2.63,7,49.18,3383,3.027951099979315
2001-07-02,2630.17,2585.1,2648.85,2537.85,55299573,0.82,1.22,8.78,1.58,110,26310,1846,0.81,116.39,108.19,2495.12,422.57,4352,5.41,1,20.46,11918,4.22025952695073
2001-07-04,1264.04,1227.61,1268.82,1179.9499999999998,534310806,7.51,7.84,14.16,8.33,57,10168,1454,1.41,117.46,32.77,1376.52,364.78,5026,4.14,45,49.77,9089,7.03063194202716
2001-07-05,2395.28,2371.28,2441.01,2362.27,280762329,2.14,0.22,4.96,7.42,114,4255,3732,1.18,104.5,106.56,2286.99,226.68,398,1.87,30,20.71,10925,3.287298353428419
2001-07-06,1443.99,1432.5,1448.54,1396.29,785267008,9.82,3.84,7.32,2.68,54,15929,4388,0.87,92.35,78.18,1912.39,272.91,118,8.81,38,3.25,11848,3.618446111122653
2001-07-07,4232.94,4277.24,4309.65,4192.33,130823629,1.59,0.69,4.01,9.59,92,1330,1268,0.99,118.85,111.93,1349.66,314.19,9814,3.27,26,46.7,1667,2.771596101055052
2001-07-08,4790.75,4801.79,4822.45,4756.79,314099999,4.74,7.92,8.97,0.74,109,14125,4866,1.0,83.39,128.61,2385.02,404.81,8991,7.75,16,74.29,4411,1.370557845848768
2001-07-10,4820.46,4841.5,4875.48,4792.22,967761327,4.8,9.02,8.36,2.97,60,14193,2685,1.19,84.52,104.24,1569.81,277.42,724,9.41,45,24.87,463,1.7272210535923815
2001-07-11,3090.31,3051.56,3093.66,3008.51,274314633,7.77,2.36,4.92,0.96,83,6621,4807,1.23,127.08,33.64,1572.63,193.22,2516,5.25,23,39.7,14502,2.755387000009696
2001-07-13,1307.45,1284.96,1346.05,1278.85,20248708,9.96,1.84,12.13,6.42,70,16026,3441,0.84,114.59,21.65,1435.31,236.3,1398,6.56,28,42.37,8270,5.1397758996519975
2001-07-16,3828.35,3878.12,3922.99,3815.67,104169073,1.76,0.53,2.62,8.18,58,10856,1775,0.92,105.08,92.31,2304.25,119.01,4092,4.69,34,81.09,2301,2.8032964593101393
2001-07-20,2181.16,2133.62,2208.26,2120.45,765444786,8.64,2.72,8.22,4.92,59,24213,683,0.85,116.18,112.9,1944.77,371.22,951,8.82,32,21.64,4207,4.025839461570926
2001-07-21,1929.54,1949.21,1995.16,1929.34,644346293,1.74,9.03,6.43,7.96,85,2344,1566,1.11,113.38,32.02,934.63,202.74,5700,8.27,25,92.18,10513,3.4111757206380884
2001-07-23,4213.93,4247.570000000001,4269.9800000000005,4208.92,362250133,-2.89,9.19,13.4,4.17,111,17345,4480,0.99,87.16,146.04,1646.2,395.69,8774,2.56,38,51.72,2302,1.4490036616650108
2001-07-25,2620.41,2667.97,2687.63,2606.61,779788623,-0.32,8.12,7.3,6.92,90,23727,1599,1.42,119.87,71.35,1025.19,449.78,5263,5.73,37,13.05,5197,3.0918825679950843
2001-07-27,2285.98,2318.16,2332.5,2281.63,970789934,5.07,1.9,13.99,3.89,71,700,2691,1.36,96.49,35.46,1033.5,132.46,2628,1.82,37,81.88,5257,2.225303808432265
2001-07-29,1904.12,1918.85,1961.9,1865.05,614452879,3.39,7.13,5.22,9.14,97,6371,2094,1.5,100.44,110.33,1226.55,298.6,2465,5.9,28,0.75,4493,5.086339096275452
2001-07-30,3561.9,3524.73,3565.39,3517.15,627503111,-4.31,9.85,4.4,9.77,113,14017,1545,0.9,87.88,73.2,2185.65,217.17,8195,0.86,28,52.48,1367,1.3543333614082311
2001-08-01,3413.97,3462.22,3470.86,3368.1,796528135,4.42,2.71,5.43,2.33,90,21723,3380,1.43,95.47,96.69,2229.29,398.51,6113,5.45,8,56.3,9807,3.0099854421685084
2001-08-03,3591.27,3585.18,3594.35,3544.63,879090441,3.06,9.79,10.56,4.44,101,27472,2604,1.21,97.08,76.11,2262.92,172.53,1834,2.48,5,53.15,10637,1.3844684470953117
2001-08-06,3012.34,3044.98,3089.23,2967.61,974041355,4.48,5.42,10.13,8.16,101,9967,729,1.17,105.57,115.42,2068.28,418.24,1345,3.07,26,9.79,13452,4.037392857379974
2001-08-07,2797.4,2817.55,2828.63,2761.64,296729800,6.47,1.7,5.78,8.08,69,20177,2817,1.43,142.28,32.89,1501.64,472.42,2633,8.77,33,85.11,9580,2.394723671981134
2001-08-08,3343.46,3339.39,3366.64,3307.41,624410660,6.68,0.22,2.85,5.2,65,23885,4982,0.85,115.03,119.35,1781.47,379.09,1914,2.5,23,5.03,3279,1.7715181279273573
2001-08-10,1287.1,1279.79,1330.78,1259.08,661521519,-1.61,8.65,3.64,6.01,115,20902,1207,1.31,93.25,52.16,1790.35,376.43,9423,3.68,4,93.78,1297,5.5706627301686
2001-08-17,3080.68,3127.94,3173.3,3065.96,818665469,0.07,9.5,8.8,6.56,57,7805,269,1.35,145.41,70.81,2111.98,390.58,1680,7.16,30,96.05,12508,3.484295674980854
2001-08-18,1571.5,1557.51,1608.52,1513.87,544428947,9.52,0.35,8.25,4.12,110,17743,3931,0.96,149.57,96.61,2494.75,316.49,9953,4.22,5,57.48,3001,6.022908049634113
2001-08-20,2085.64,2071.17,2112.12,2045.42,210773155,2.47,6.43,3.79,2.9,75,709,4857,0.85,85.25,140.16,1452.35,180.92,8278,5.85,6,36.76,3088,3.1980591089545567
2001-08-22,2137.1,2153.32,2179.35,2126.35,550504857,-0.11,5.07,13.44,1.19,115,10300,3415,1.03,141.99,42.86,1080.1,423.03,7273,8.91,45,25.51,8715,2.479996256609424
2001-08-23,1535.31,1556.84,1589.61,1502.5,159027849,4.68,1.3,14.27,1.52,100,713,731,1.25,119.01,48.72,2451.18,341.48,3589,8.37,14,50.59,3517,5.6737727234239275
2001-08-25,1217.33,1198.9,1253.04,1157.08,550264652,5.75,3.58,11.62,7.68,89,28507,3134,0.89,113.37,78.8,992.08,127.71,8111,5.69,23,29.0,11469,7.882825527999807
2001-08-27,2270.35,2285.9,2293.63,2230.07,256899763,7.07,1.59,14.31,5.15,89,7902,4580,1.1,110.95,59.69,2402.79,179.65,2589,8.64,32,58.44,1093,2.799568348492521
2001-08-28,1000.54,954.52,1023.12,935.64,96061677,7.9,2.06,5.29,9.48,50,26048,3512,1.03,130.69,53.58,1337.8,490.56,6609,0.53,19,26.25,14098,8.74327862954005
2001-09-04,1015.28,1032.36,1077.91,1003.33,589120189,8.55,4.95,6.74,7.86,77,17744,3456,1.5,132.33,33.76,2377.76,203.03,7357,0.01,21,93.74,3615,7.345756835552758
2001-09-07,2265.08,2257.21,2276.73,2255.96,412408332,-2.72,3.62,7.42,8.06,69,7451,2194,1.45,143.95,41.64,1176.41,261.57,1578,8.44,30,84.9,2032,0.9169654051954006
2001-09-12,2253.39,2222.64,2261.45,2215.66,655582750,3.33,4.82,10.26,5.26,101,2974,2401,1.01,140.79,54.21,1139.11,315.22,2339,3.66,6,14.62,13453,2.032049489879691
2001-09-15,2735.27,2767.32,2792.4500000000003,2732.01,701311025,1.78,9.15,12.31,1.76,80,2877,3128,1.01,114.59,116.51,1828.61,174.04,8470,8.5,7,47.28,12322,2.209653891571949
2001-09-16,4639.77,4665.77,4708.1900000000005,4637.27,569154196,6.02,9.29,4.29,4.21,98,26826,2637,1.04,148.9,20.18,1833.97,478.78,6465,1.05,3,12.7,6915,1.528524043217661
2001-09-20,3748.08,3732.32,3791.2,3708.04,244389902,-1.99,6.29,11.22,4.4,58,4775,3822,0.92,144.59,64.65,1326.35,487.86,4174,2.57,21,36.95,11603,2.218735992828324
2001-09-22,2550.6,2509.74,2584.94,2488.82,909724741,1.6,9.96,3.11,2.8,67,12974,503,1.18,120.51,59.2,1135.56,430.04,5004,4.94,40,35.57,255,3.7685250529287186
2001-09-27,3852.18,3820.6,3866.64,3804.62,526991525,0.08,8.01,14.21,7.89,116,1272,3716,1.05,117.17,37.3,943.46,131.62,8492,8.18,47,57.99,5556,1.609997455985961
2001-09-28,3665.54,3621.24,3705.99,3602.18,892749593,1.18,4.07,2.56,9.65,67,12469,4828,1.0,121.46,24.82,1816.45,286.18,7656,7.93,11,32.96,2829,2.832052030533017
2001-09-29,4864.19,4872.969999999999,4912.99,4833.5,638568718,-3.55,3.2,9.99,3.57,87,18716,1669,1.25,137.65,75.48,2380.21,491.52,3995,7.98,39,64.19,10624,1.634187809275538
2001-10-02,3810.16,3765.06,3840.37,3745.03,786496467,9.94,3.57,2.62,9.32,108,1799,4783,1.45,135.71,78.97,1357.51,356.57,2563,8.53,12,14.54,14793,2.5022571230604407
2001-10-03,2192.21,2199.49,2240.8500000000004,2142.9,999977078,6.05,8.58,12.2,6.89,101,16353,1943,1.14,130.31,35.87,1385.15,240.43,2244,6.05,47,23.06,1797,4.4680938413746984
2001-10-05,4127.3,4109.97,4141.070000000001,4088.22,248779322,-4.7,1.51,3.39,0.97,70,26338,3064,1.05,80.06,22.66,1245.58,258.49,8912,7.76,10,49.39,9169,1.2804981464880385
2001-10-08,2440.2,2417.62,2462.66,2412.61,761896227,6.8,9.97,9.64,3.28,108,5663,2272,0.99,146.99,88.62,2072.92,210.04,3980,7.92,12,67.44,11287,2.051061388410775
2001-10-09,4827.2,4779.86,4849.21,4762.24,193884823,8.85,1.73,4.1,2.99,51,12634,3520,1.5,122.31,56.65,1029.72,468.66,6784,9.16,32,40.47,5112,1.8016655618163795
2001-10-13,1835.53,1859.7,1869.55,1817.57,746280289,9.34,0.32,10.46,5.89,68,10690,2853,0.86,110.68,148.0,880.77,437.95,704,0.19,33,5.27,456,2.831879620600046
2001-10-23,2889.13,2857.54,2910.82,2814.62,94177685,-1.82,9.21,5.87,3.85,93,29137,2401,1.25,138.7,79.86,2185.69,492.1,6658,6.72,21,88.01,1119,3.329722096271205
2001-10-24,4520.63,4481.2,4541.2300000000005,4431.27,396437855,2.98,5.6,14.96,7.53,101,7898,4183,1.17,87.35,24.7,888.27,195.92,1010,5.26,15,98.49,6545,2.43240433302438
2001-10-28,2181.21,2209.36,2237.3,2163.44,219982647,6.87,9.65,7.41,3.63,117,12544,916,0.84,103.47,57.68,2485.27,240.14,8119,3.75,40,46.42,9728,3.386193901550063
2001-10-30,3606.56,3640.01,3648.88,3564.91,41304034,1.96,6.36,8.27,3.15,106,8907,1903,1.25,106.16,64.8,1484.1,351.79,4714,9.2,47,29.27,8652,2.3282573976309906
2001-11-01,2262.51,2287.26,2327.8,2261.4500000000003,339585355,4.7,7.7,12.92,2.55,60,7479,3504,0.99,102.8,85.07,2494.57,404.62,8524,7.23,48,74.11,3107,2.9325837233868537
2001-11-03,2580.52,2559.13,2587.32,2551.9100000000003,544009620,4.34,2.37,11.39,7.82,79,14779,1432,1.23,130.14,68.27,2063.29,142.9,9116,2.19,36,75.18,3657,1.3722040518965113
2001-11-05,1796.86,1778.28,1807.57,1733.01,401287289,-4.74,7.32,7.03,4.38,103,14772,855,0.93,90.68,59.55,2103.0,203.6,797,1.36,33,26.81,14650,4.149460725933014
2001-11-07,2149.64,2102.98,2165.92,2091.99,868834302,-2.06,9.97,12.95,2.75,78,12444,1896,1.2,136.88,106.93,1371.49,308.13,347,5.53,12,83.65,976,3.4391805139465355
2001-11-08,2471.14,2479.12,2486.3,2455.66,332250376,7.2,8.03,8.48,7.9,50,3609,4069,1.07,125.73,108.5,927.5,411.5,2019,1.31,47,81.16,3864,1.2399135621616069
2001-11-09,1232.37,1199.02,1267.87,1168.18,173269034,7.67,8.29,3.66,6.26,107,13015,3159,0.98,130.96,103.97,1636.22,330.09,1711,8.66,36,99.69,13247,8.089291365417841
2001-11-11,3063.45,3031.04,3070.64,3020.13,686463151,-0.12,1.51,4.07,2.95,64,5504,3656,0.86,112.01,135.44,1443.65,147.94,4292,4.96,14,54.08,1919,1.6487946596157848
2001-11-14,1058.77,1100.25,1109.06,1033.64,835735849,2.54,3.29,4.65,3.67,87,784,654,1.44,90.77,42.4,1300.81,452.3,1477,6.38,28,71.07,101,7.123360125428549
2001-11-15,2516.38,2487.55,2546.69,2473.99,325891445,4.84,8.39,13.01,6.81,68,12273,365,1.19,149.43,121.87,1627.52,265.92,7255,6.08,33,13.81,9984,2.8890708080655654
2001-11-16,2349.38,2313.8,2366.23,2266.42,744523374,1.23,7.62,5.66,5.83,53,10702,1022,1.06,137.46,86.18,917.33,312.32,6718,3.43,31,0.25,5015,4.248354885118625
2001-11-18,1497.47,1497.53,1513.31,1494.53,35234482,0.79,9.97,8.35,9.05,119,18527,633,1.39,95.01,139.78,1578.92,290.92,9842,6.45,22,38.07,2289,1.2541152744295359
2001-11-20,2971.46,2936.12,2982.61,2919.68,85181986,4.52,7.35,6.96,7.54,66,9819,1793,0.81,104.56,88.15,1673.58,335.66,4730,7.19,7,87.41,2404,2.117814138504314
2001-11-22,3123.75,3097.04,3145.15,3083.06,911856827,-0.6,3.13,12.94,6.35,63,26345,3790,1.13,109.54,149.87,1568.83,322.32,8963,7.8,10,44.33,14223,1.987675070028016
2001-11-25,2856.38,2865.75,2866.35,2809.98,864195807,1.23,5.95,10.43,7.38,115,17527,3020,1.31,85.7,81.97,2134.8,272.19,1411,4.5,38,13.33,14259,1.973476918337192
2001-11-28,3710.17,3704.97,3758.31,3681.76,888038047,-4.46,2.2,3.6,7.21,109,8717,4723,0.97,99.55,122.81,2206.87,194.12,8427,2.5,33,1.3,3414,2.0632477757083834
2001-11-29,2247.46,2238.01,2276.93,2191.65,54299306,-1.35,3.38,8.68,9.24,101,28398,985,0.9,147.12,121.02,914.96,379.03,6731,2.39,37,96.81,5425,3.7945057976560093
2001-12-03,4904.06,4889.51,4945.4800000000005,4864.7300000000005,302590181,5.94,9.86,7.65,2.97,109,5307,3510,1.34,110.71,70.9,922.64,318.06,2506,7.5,39,95.8,1394,1.6465948622162045
2001-12-04,1502.2,1508.66,1524.8100000000002,1496.87,749345245,-1.36,9.8,10.48,1.48,79,15450,4124,1.18,122.18,111.54,963.29,246.17,3165,3.45,15,58.96,13971,1.8599387564904992
2001-12-09,2062.33,2022.68,2087.49,1972.84,151320306,6.6,0.26,10.27,5.0,91,6222,2816,1.38,116.34,145.93,829.29,455.8,726,5.27,37,28.4,12807,5.559246095435739
2001-12-13,3071.84,3118.67,3133.14,3065.9700000000003,154028808,-4.9,5.46,8.53,1.27,55,15765,4993,1.24,86.97,108.17,1376.87,147.79,2203,0.95,46,31.78,3558,2.1866373248606576
2001-12-18,3585.83,3554.66,3612.1,3550.86,221079783,6.2,5.91,7.37,2.62,98,11017,2362,1.43,116.39,146.87,1854.26,221.2,1711,2.21,37,57.23,1505,1.7078333328685347
2001-12-19,4896.78,4877.15,4931.36,4842.379999999999,207772486,8.91,9.02,12.02,9.42,112,17059,842,0.9,92.48,114.62,1868.93,179.69,4162,8.26,4,77.22,9790,1.8171124698271206
2001-12-23,4132.79,4125.08,4170.47,4081.85,342549399,0.25,6.39,4.06,7.27,78,22777,882,1.08,144.6,146.14,1169.27,494.65,6029,5.85,23,72.06,4931,2.1443141316156966
2001-12-24,4121.5,4151.06,4162.06,4096.83,417093359,3.15,5.76,13.89,6.27,60,24225,196,1.08,140.98,110.86,1724.19,323.22,9286,0.7,42,57.0,4542,1.582676210117687
2001-12-25,2831.98,2796.12,2851.41,2767.51,372601384,0.75,4.84,13.42,9.38,84,20394,686,0.95,139.91,106.51,2132.52,413.56,1501,3.02,22,72.43,9514,2.962591543725578
2001-12-26,2592.02,2555.05,2635.31,2526.5800000000004,752070598,-4.98,8.46,6.9,4.51,72,20946,4736,1.08,93.9,119.13,2273.69,184.72,6291,0.66,21,54.39,3402,4.194797879645973
2001-12-27,2211.66,2226.0,2262.22,2191.14,278059594,5.98,6.45,7.13,8.18,70,8297,2338,1.24,113.9,44.54,1233.82,308.03,1653,4.8,35,95.64,11797,3.213875550491483
2001-12-28,1262.78,1232.5,1282.97,1222.87,732760840,6.28,8.01,7.98,4.11,86,1450,1016,0.82,123.13,124.75,1639.97,304.21,6844,9.02,45,62.74,3503,4.759340502700402
2001-12-29,1912.94,1872.7,1923.68,1835.44,624125424,6.2,7.86,10.53,8.46,77,4936,3449,1.49,87.0,146.12,1692.55,425.07,3670,3.89,20,57.41,9651,4.612794964818552
2002-01-01,3989.78,4021.93,4030.730000000001,3954.27,233230101,0.4,2.0,3.84,6.94,77,25196,2588,1.0,145.56,29.37,1298.87,131.84,1064,8.56,26,31.65,9549,1.9163963927835856
2002-01-05,4770.9,4788.61,4807.9,4748.429999999999,360091743,-3.8,0.31,3.39,6.95,104,22496,1941,1.34,90.74,147.3,2394.34,139.76,2230,5.13,38,68.26,14188,1.2465153325368434
2002-01-07,4965.31,4978.18,4997.7300000000005,4934.14,376520582,-4.86,0.77,13.64,6.91,96,9660,4869,1.16,134.91,71.05,1052.68,219.71,9568,0.58,42,57.77,11902,1.2806853952724029
2002-01-13,1783.33,1816.57,1838.16,1767.96,115629922,0.24,3.23,14.84,3.61,55,15156,4388,1.02,142.87,133.14,1202.83,137.98,9512,0.34,1,65.94,8461,3.936455955992444
